0.648696 0.642677 0.350966 0.860802
0.866372 0.343604 0.655991 0.353266
0.650081 0.646907 0.143936 0.647773
0.849168 0.649225 0.855041 0.647924
0.840312 0.345861 0.645193 0.360447
0.152505 0.352335 0.851835 0.64626
0.352129 0.144609 0.644292 0.649391
0.643798 0.637762 0.344751 0.849261
0.839309 0.362223 0.655479 0.350368
0.142707 0.359153 0.832481 0.642849
0.145262 0.350874 0.853061 0.646309
0.338076 0.142807 0.843033 0.651511
0.650773 0.652918 0.15102 0.650573
0.650137 0.659747 0.360164 0.847836
0.847788 0.354361 0.653625 0.357588
0.347919 0.150026 0.84858 0.658982
0.856425 0.348928 0.666048 0.351392
0.647525 0.651267 0.350487 0.848645
0.645445 0.643482 0.349554 0.848977
0.849221 0.351397 0.646188 0.34376
0.862148 0.345403 0.652565 0.357501
0.347356 0.157986 0.648412 0.645896
0.351038 0.146327 0.847785 0.65001
0.345764 0.149302 0.851505 0.654825
0.854694 0.340336 0.655562 0.351192
0.641071 0.648673 0.139406 0.668333
0.837105 0.347389 0.643858 0.360811
0.844009 0.653555 0.85994 0.655707
0.149083 0.330224 0.853095 0.657935
0.85226 0.349109 0.654706 0.353262
0.852752 0.353222 0.642343 0.35075
0.853626 0.357281 0.650913 0.357317
0.138679 0.34551 0.839691 0.655959
0.644135 0.647073 0.349796 0.847512
0.655493 0.648689 0.353631 0.854307
0.157692 0.35005 0.852681 0.65064
0.645457 0.649714 0.151702 0.638694
0.36401 0.152783 0.845195 0.647881
0.347743 0.149964 0.656767 0.653771
0.355092 0.151528 0.849709 0.650873
0.841821 0.635062 0.859627 0.643005
0.655925 0.645603 0.348478 0.848972
0.152495 0.34875 0.858114 0.646665
0.650417 0.655976 0.155168 0.650485
0.647847 0.650324 0.152789 0.645258
0.35473 0.146032 0.853691 0.648948
0.350558 0.149978 0.649738 0.642778
0.860485 0.358173 0.648818 0.343611
0.336103 0.148716 0.652482 0.647532
0.852235 0.348404 0.650622 0.361185
0.351132 0.152218 0.849864 0.647737
0.338996 0.147418 0.641518 0.647807
0.651119 0.645056 0.36534 0.85688
0.34743 0.137285 0.645576 0.65163
0.853412 0.653072 0.84545 0.658924
0.862378 0.650252 0.862989 0.653845
0.142071 0.354569 0.845805 0.654928
0.363181 0.147696 0.854226 0.664723
0.635697 0.648657 0.152678 0.652217
0.159078 0.343918 0.858504 0.649578
0.652218 0.653651 0.345951 0.852061
0.354741 0.149139 0.838042 0.655985
0.339589 0.148736 0.835953 0.651639
0.367125 0.150832 0.663564 0.651262
0.360274 0.142095 0.657757 0.652074
0.845726 0.353809 0.64473 0.345815
0.148133 0.353492 0.844914 0.643505
0.347627 0.148693 0.648943 0.650103
0.645749 0.644246 0.345772 0.839036
0.336591 0.158689 0.649464 0.646039
0.660187 0.644014 0.15017 0.659378
0.349477 0.151804 0.844589 0.651881
0.844384 0.341188 0.653481 0.353662
0.353358 0.157499 0.64727 0.648426
0.843349 0.653263 0.857196 0.65551
0.158195 0.349226 0.846831 0.655319
0.343859 0.145283 0.843308 0.654115
0.850201 0.649087 0.845496 0.656254
0.650269 0.655016 0.345221 0.84797
0.849809 0.651401 0.8474 0.653585
0.345321 0.150336 0.843818 0.652585
0.343815 0.145958 0.654509 0.64671
0.64607 0.638898 0.143384 0.659055
0.355368 0.156532 0.648965 0.651436
0.648409 0.650197 0.348657 0.850501
0.35432 0.152504 0.653913 0.646632
0.846905 0.652986 0.839128 0.638617
0.139818 0.34572 0.851717 0.648034
0.334374 0.149519 0.856247 0.653351
0.652866 0.653192 0.354774 0.863651
0.847397 0.3473 0.652105 0.342312
0.144937 0.359336 0.856866 0.647971
0.351246 0.144854 0.646437 0.652033
0.65949 0.658862 0.345452 0.844473
0.654594 0.643487 0.343864 0.856523
0.152812 0.350807 0.851136 0.636058
0.351948 0.155732 0.640815 0.653744
0.348147 0.149859 0.864889 0.64597
0.345505 0.148925 0.847957 0.643052
0.144196 0.351289 0.856978 0.644762
0.145181 0.343194 0.848428 0.649679
0.358715 0.156115 0.852044 0.649293
0.645432 0.648209 0.148331 0.651617
0.646931 0.647405 0.161322 0.659298
0.846577 0.649064 0.848747 0.653471
0.347471 0.160235 0.853307 0.646259
0.365859 0.150083 0.86584 0.639879
0.846327 0.651782 0.85165 0.648048
0.648432 0.644353 0.345925 0.844822
0.664844 0.645723 0.354877 0.848399
0.842426 0.34924 0.646487 0.352494
0.354435 0.146033 0.650151 0.644042
0.853472 0.649659 0.847946 0.645053
0.337326 0.151177 0.644638 0.648611
0.653166 0.650571 0.151434 0.649508
0.145233 0.348762 0.84627 0.643418
0.642891 0.64122 0.153179 0.65167
0.856355 0.654159 0.847519 0.649122
0.641777 0.647715 0.143196 0.652044
0.350862 0.141013 0.853569 0.651504
0.653644 0.646608 0.158359 0.657052
0.152109 0.351311 0.851168 0.648583
0.644241 0.645303 0.347806 0.840111
0.644393 0.64116 0.344095 0.858017
0.648203 0.650727 0.352521 0.860488
0.142976 0.34947 0.845341 0.659443
0.853451 0.349168 0.653953 0.346637
0.350101 0.1527 0.652603 0.652664
0.340295 0.143962 0.651171 0.655468
0.360556 0.142062 0.848668 0.64842
0.361161 0.145611 0.839765 0.636378
