0.148537 0.147848 0.658658 0.146814 0.866285 0.35428
0.149953 0.85701 0.356118 0.336701 0.168009 0.346778
0.346239 0.647822 0.645683 0.144971 0.341673 0.153027
0.340888 0.657984 0.151401 0.851484 0.14457 0.650015
0.34828 0.657557 0.659993 0.150796 0.353733 0.145854
0.650163 0.349292 0.151041 0.151482 0.65458 0.353756
0.351333 0.643998 0.642391 0.145521 0.341932 0.15972
0.359967 0.649367 0.657532 0.157746 0.342448 0.142191
0.64744 0.351144 0.151613 0.147018 0.652006 0.34998
0.147482 0.853 0.343449 0.345354 0.146656 0.339963
0.153757 0.142525 0.639607 0.148663 0.855803 0.355511
0.348434 0.655479 0.661647 0.154864 0.340689 0.144532
0.645469 0.359692 0.148037 0.140603 0.645895 0.361274
0.357211 0.646757 0.145314 0.858188 0.144563 0.651553
0.647041 0.347517 0.143016 0.144971 0.653002 0.358296
0.356321 0.643669 0.141669 0.858229 0.152116 0.642003
0.347119 0.649378 0.648148 0.156291 0.347404 0.156618
0.150249 0.849886 0.350731 0.350843 0.152506 0.346592
0.150648 0.144604 0.658689 0.150724 0.850941 0.347307
0.649202 0.343428 0.153423 0.151427 0.650819 0.343082
0.151443 0.840748 0.348332 0.347491 0.154303 0.356779
0.346709 0.650829 0.150982 0.854314 0.143498 0.643673
0.351677 0.656767 0.161521 0.850596 0.149152 0.653886
0.355781 0.655802 0.648532 0.151197 0.33755 0.149273
0.653097 0.347565 0.137732 0.158226 0.651287 0.351166
0.152038 0.14716 0.639344 0.146865 0.855475 0.345406
0.154475 0.849515 0.35333 0.360123 0.162813 0.356827
0.661801 0.346632 0.147695 0.14387 0.64314 0.343753
0.345095 0.645849 0.651841 0.142649 0.360542 0.13532
0.639642 0.343053 0.156087 0.148314 0.661894 0.357387
0.160292 0.146855 0.642716 0.151657 0.86002 0.34661
0.151628 0.859884 0.350144 0.344142 0.147182 0.349709
0.142558 0.849035 0.354214 0.350569 0.158652 0.34956
0.34696 0.646532 0.652651 0.153346 0.351024 0.141063
0.349399 0.662644 0.130481 0.856592 0.150518 0.646257
0.144243 0.857961 0.34058 0.343703 0.147485 0.34967
0.352075 0.645171 0.660627 0.154847 0.360901 0.147668
0.155472 0.840169 0.343719 0.338725 0.148858 0.347965
0.158831 0.840534 0.349741 0.350731 0.154893 0.357994
0.160119 0.861021 0.356861 0.339612 0.146678 0.353413
0.152849 0.140936 0.654963 0.142716 0.85105 0.35081
0.653314 0.354433 0.141389 0.145457 0.645486 0.347958
0.345737 0.657339 0.14267 0.849365 0.150517 0.652291
0.151663 0.143966 0.653461 0.149501 0.848099 0.350809
0.142522 0.151103 0.657625 0.148107 0.854767 0.347619
0.148929 0.841115 0.349306 0.353741 0.14032 0.34024
0.657422 0.343361 0.145657 0.156902 0.655342 0.354374
0.154961 0.855843 0.354627 0.34595 0.151204 0.35545
0.150457 0.855941 0.344604 0.352949 0.165842 0.356166
0.142896 0.848853 0.353373 0.356886 0.154512 0.347809
0.644868 0.367702 0.144522 0.150574 0.654051 0.356848
0.350849 0.653018 0.144718 0.855316 0.150719 0.65511
0.147838 0.155889 0.645609 0.14721 0.858943 0.339903
0.131623 0.147654 0.644365 0.147078 0.838764 0.345255
0.147764 0.146791 0.654205 0.137692 0.853357 0.350828
0.660008 0.334831 0.145796 0.157768 0.637621 0.352051
0.342881 0.649652 0.153762 0.846666 0.144986 0.662347
0.15611 0.843438 0.345559 0.345483 0.153467 0.349823
0.159282 0.146106 0.65003 0.154716 0.848316 0.362995
0.341333 0.649367 0.653472 0.150757 0.348475 0.162356
0.655103 0.345792 0.148538 0.140659 0.644228 0.348242
0.356564 0.662584 0.651031 0.143631 0.348443 0.153567
0.149338 0.853967 0.358987 0.345699 0.151694 0.355734
0.346835 0.646587 0.149113 0.84431 0.142971 0.649316
0.15186 0.844055 0.344584 0.355459 0.150895 0.357099
0.354896 0.647471 0.153556 0.859517 0.158696 0.650375
0.149505 0.867977 0.343312 0.351717 0.137418 0.35485
0.34632 0.645208 0.661118 0.155665 0.351137 0.158651
0.353479 0.642606 0.147671 0.849471 0.1472 0.655718
0.146513 0.854035 0.362968 0.348351 0.150642 0.34501
0.156891 0.151123 0.634647 0.136444 0.847492 0.347525
0.156557 0.862352 0.353799 0.347967 0.152305 0.338512
0.651523 0.345886 0.152229 0.15456 0.647215 0.336878
0.138054 0.150418 0.65792 0.151384 0.848399 0.345489
0.146157 0.15382 0.637729 0.157375 0.852694 0.354246
0.347077 0.648455 0.150286 0.847179 0.142901 0.657532
0.357053 0.646112 0.644934 0.158814 0.340913 0.147583
0.357912 0.660421 0.157796 0.858191 0.132458 0.655439
0.160104 0.848628 0.34956 0.355101 0.147978 0.34539
0.335717 0.658509 0.139262 0.856713 0.153703 0.654468
0.359652 0.647766 0.152779 0.855356 0.15367 0.651208
0.348272 0.644405 0.146117 0.858552 0.14857 0.648979
0.156346 0.851563 0.342325 0.358045 0.155734 0.34809
0.155346 0.844257 0.359356 0.347284 0.153072 0.349502
0.645233 0.350651 0.137149 0.15217 0.653203 0.347876
0.344017 0.653909 0.639864 0.15593 0.345307 0.152583
0.152356 0.854147 0.354366 0.353387 0.145109 0.353431
0.664293 0.343518 0.154649 0.153272 0.648869 0.350157
0.155274 0.155899 0.646065 0.150274 0.84883 0.352666
0.354625 0.644582 0.144998 0.848459 0.148171 0.6543
0.344482 0.660911 0.659355 0.153681 0.358399 0.158625
0.143033 0.836496 0.338922 0.353975 0.154136 0.356628
0.652598 0.34906 0.149734 0.144491 0.645352 0.347169
