0.84414 0.841965 0.33934 0.144557 0.845018
0.659691 0.843605 0.664012 0.146934 0.348873
0.85841 0.843153 0.342182 0.162667 0.849216
0.355732 0.335782 0.849364 0.359964 0.643551
0.355544 0.146652 0.645478 0.351753 0.657488
0.149316 0.148376 0.859012 0.352091 0.652935
0.342306 0.839159 0.150232 0.358405 0.365349
0.150086 0.646867 0.642036 0.851024 0.144105
0.348602 0.355907 0.862281 0.341579 0.645212
0.348826 0.851872 0.151412 0.638011 0.358861
0.136794 0.651801 0.647669 0.843981 0.153517
0.83944 0.145359 0.848194 0.842675 0.64793
0.646101 0.849912 0.644775 0.144648 0.337598
0.348004 0.157643 0.652351 0.358068 0.642114
0.354392 0.851128 0.152094 0.350936 0.345348
0.357194 0.149274 0.653247 0.351247 0.650321
0.843959 0.842211 0.352508 0.167058 0.851476
0.651287 0.851773 0.656384 0.144594 0.365183
0.655596 0.850286 0.657919 0.157043 0.349496
0.15292 0.14047 0.843125 0.34591 0.656174
0.852376 0.150876 0.853798 0.850694 0.645735
0.652027 0.858874 0.645497 0.154731 0.351642
0.651489 0.836573 0.654943 0.158713 0.345614
0.347767 0.848712 0.143603 0.646822 0.343886
0.344504 0.855969 0.152606 0.64653 0.344795
0.352428 0.138936 0.643991 0.350624 0.648922
0.348534 0.341932 0.847693 0.338763 0.644971
0.347647 0.858403 0.151718 0.648629 0.356598
0.336074 0.14819 0.650171 0.349744 0.639525
0.361061 0.856331 0.136611 0.648437 0.349805
0.846905 0.845642 0.352673 0.155927 0.858641
0.651783 0.845252 0.640214 0.163043 0.362581
0.85959 0.143469 0.847457 0.85638 0.645276
0.150998 0.661258 0.64874 0.860066 0.145144
0.348199 0.153189 0.651249 0.340443 0.647053
0.149568 0.143186 0.835976 0.351464 0.643059
0.855245 0.149424 0.849963 0.848832 0.64584
0.837679 0.154503 0.844739 0.850162 0.65211
0.853789 0.14121 0.853392 0.857375 0.646235
0.140889 0.157484 0.841764 0.337847 0.661896
0.851892 0.152855 0.845285 0.852793 0.650832
0.343414 0.342056 0.84961 0.353015 0.648023
0.342653 0.352686 0.863536 0.351033 0.642402
0.344571 0.851613 0.150149 0.358611 0.356097
0.856037 0.858073 0.352644 0.146476 0.854575
0.855922 0.156825 0.851538 0.850161 0.644352
0.860219 0.843571 0.350302 0.148405 0.847292
0.142117 0.648575 0.653085 0.858792 0.146379
0.851531 0.155644 0.859745 0.857875 0.646866
0.342096 0.363562 0.847172 0.356438 0.640701
0.849982 0.15727 0.860923 0.85318 0.646109
0.348316 0.846857 0.143722 0.344429 0.342361
0.85751 0.152181 0.852772 0.85432 0.649841
0.338533 0.15226 0.649372 0.357038 0.643031
0.351778 0.846029 0.142025 0.647223 0.358651
0.340542 0.843273 0.15443 0.64739 0.373231
0.353181 0.153497 0.65052 0.345854 0.638209
0.353147 0.852559 0.148491 0.340235 0.346658
0.147662 0.146381 0.853653 0.337131 0.645692
0.34544 0.346278 0.859467 0.350547 0.649459
0.14778 0.148591 0.851333 0.339815 0.647077
0.345333 0.347518 0.846794 0.349174 0.648735
0.639914 0.847464 0.6496 0.147534 0.352459
0.356019 0.843443 0.149124 0.661031 0.346611
0.655492 0.857474 0.653858 0.138922 0.34311
0.65059 0.859733 0.643407 0.148726 0.350277
0.147801 0.647315 0.651825 0.855708 0.15533
0.352934 0.352208 0.846548 0.339272 0.651961
0.350997 0.354027 0.846454 0.342177 0.657981
0.356764 0.849939 0.146386 0.650503 0.355342
0.153227 0.163574 0.856417 0.353898 0.659608
0.358494 0.352139 0.850223 0.345553 0.660483
0.352659 0.852811 0.146836 0.362622 0.349094
0.84822 0.848665 0.34371 0.14962 0.853736
0.854976 0.144008 0.854578 0.847197 0.650203
0.141849 0.140273 0.853097 0.34692 0.649092
0.34862 0.154458 0.644539 0.347257 0.644142
0.152914 0.157802 0.843142 0.359389 0.657037
0.355996 0.841207 0.15464 0.637026 0.355308
0.647827 0.852938 0.64141 0.152138 0.347469
0.353525 0.844199 0.148328 0.352571 0.339866
0.344364 0.850418 0.145651 0.643213 0.362385
0.847795 0.842372 0.345369 0.143695 0.849473
0.851638 0.139424 0.846355 0.849313 0.647311
0.156599 0.652167 0.663835 0.853155 0.153153
0.85434 0.145117 0.861913 0.847859 0.645513
0.356927 0.153762 0.654413 0.35187 0.650748
0.850526 0.142095 0.851739 0.853812 0.63929
0.84512 0.152977 0.857637 0.848692 0.646372
0.345547 0.851376 0.148087 0.351522 0.349637
0.836268 0.154792 0.847032 0.847883 0.63812
0.853815 0.845437 0.350485 0.151432 0.850045
0.34462 0.363158 0.858566 0.347846 0.649942
0.146785 0.656252 0.66177 0.863796 0.153335
0.85423 0.847478 0.347595 0.152058 0.845399
0.144504 0.648066 0.652721 0.843283 0.148163
0.348643 0.349485 0.847117 0.33706 0.641163
0.857671 0.138354 0.839581 0.854039 0.655949
0.153831 0.662744 0.656217 0.845621 0.144077
0.348977 0.339618 0.854038 0.357488 0.648398
0.345276 0.854717 0.151417 0.339928 0.35092
0.152135 0.650748 0.637144 0.842131 0.138989
0.346048 0.849733 0.147049 0.652624 0.349695
0.841643 0.152958 0.849012 0.847736 0.660771
0.854029 0.150895 0.85806 0.848372 0.647525
0.343723 0.844626 0.153276 0.355612 0.341967
0.138058 0.157696 0.848114 0.349666 0.651532
0.355316 0.842841 0.140874 0.657396 0.348579
0.354845 0.157842 0.648732 0.342669 0.647176
0.860744 0.856473 0.352471 0.152932 0.850692
0.852832 0.15236 0.860331 0.854564 0.644032
0.85115 0.15055 0.839809 0.849109 0.650077
0.340322 0.847649 0.154147 0.653476 0.363562
0.656132 0.853949 0.655423 0.149903 0.347302
0.152655 0.140842 0.851402 0.349678 0.642769
0.852714 0.852563 0.359413 0.146863 0.854524
0.341658 0.351404 0.834347 0.355569 0.659565
0.33538 0.144618 0.641106 0.347397 0.652348
0.859174 0.855112 0.351862 0.158891 0.849798
0.355553 0.142134 0.650749 0.347331 0.645293
0.355325 0.849396 0.150383 0.648565 0.348245
0.651421 0.8444 0.645716 0.152009 0.351177
0.355381 0.848217 0.146191 0.650235 0.349915
0.651744 0.857782 0.657884 0.158821 0.351039
0.161404 0.148455 0.84719 0.347654 0.654207
0.84569 0.83748 0.358266 0.142325 0.844375
0.361371 0.354546 0.850264 0.348637 0.638863
0.849353 0.151491 0.84399 0.847556 0.645112
0.360549 0.355017 0.848834 0.353657 0.647523
0.154103 0.157191 0.83891 0.349378 0.661733
0.16159 0.649305 0.642067 0.859515 0.149089
0.151224 0.145638 0.854354 0.347749 0.644402
0.351344 0.837134 0.143232 0.355206 0.348798
0.349135 0.161223 0.656367 0.341515 0.657022
0.36416 0.145126 0.65404 0.344461 0.654715
0.354731 0.146278 0.648369 0.347758 0.660282
0.139815 0.647704 0.652242 0.847114 0.155284
0.841105 0.146612 0.843065 0.85567 0.650824
0.847433 0.14013 0.848052 0.845992 0.650262
0.654375 0.854068 0.659947 0.150702 0.353431
0.351607 0.358585 0.849808 0.358503 0.649797
0.8475 0.848778 0.348295 0.152364 0.852284
0.14849 0.637097 0.66058 0.845886 0.153977
0.349151 0.332796 0.852209 0.349899 0.637917
0.346469 0.850961 0.140827 0.64476 0.354722
0.350181 0.357542 0.844656 0.347052 0.648985
0.34432 0.847532 0.150558 0.644911 0.351871
0.359661 0.337288 0.850241 0.344643 0.649827
0.357786 0.151523 0.644877 0.347827 0.655743
0.141486 0.150604 0.841769 0.34678 0.639389
0.352697 0.356193 0.85001 0.350789 0.652699
0.151916 0.150323 0.850857 0.351972 0.65233
0.647567 0.847496 0.646592 0.159156 0.357976
0.354014 0.847523 0.166333 0.651617 0.349284
0.15412 0.639739 0.638207 0.839335 0.146948
0.661337 0.855566 0.643634 0.151033 0.35145
0.352493 0.845674 0.151111 0.65114 0.339167
0.137685 0.645341 0.658667 0.850577 0.153062
0.331173 0.856474 0.148984 0.65398 0.348603
0.851452 0.853971 0.344788 0.140678 0.855836
0.34966 0.856882 0.159065 0.65313 0.358457
0.353604 0.841501 0.144758 0.63988 0.350528
0.14423 0.14354 0.8389 0.338369 0.653671
0.160115 0.648633 0.644281 0.848253 0.151897
0.147312 0.654044 0.643392 0.853518 0.153289
0.145056 0.144471 0.841894 0.344986 0.649605
0.347494 0.850549 0.14595 0.345926 0.351251
0.846084 0.153635 0.854495 0.846761 0.65011
0.346372 0.355296 0.840058 0.349311 0.640044
0.638493 0.854198 0.642272 0.15186 0.351302
0.345746 0.85851 0.155856 0.645086 0.347928
0.146146 0.651136 0.65348 0.846336 0.149404
0.352648 0.147422 0.645672 0.353691 0.657607
0.347098 0.860568 0.149479 0.660768 0.352932
0.850023 0.150132 0.844605 0.857975 0.649549
0.854577 0.153402 0.851158 0.85409 0.654139
0.153266 0.640362 0.646585 0.843666 0.160275
0.84337 0.143069 0.843728 0.843838 0.647976
0.156557 0.146668 0.852802 0.355784 0.65732
0.358156 0.853426 0.144464 0.6472 0.352696
0.348535 0.844099 0.153593 0.653553 0.355965
0.339255 0.352987 0.857932 0.348337 0.653728
0.847159 0.155955 0.848634 0.857357 0.643065
0.153548 0.143851 0.852012 0.346214 0.640677
0.348625 0.142603 0.658073 0.33965 0.654998
0.860553 0.841463 0.35776 0.143308 0.861078
0.644971 0.840639 0.639318 0.156304 0.350095
0.341791 0.347858 0.849217 0.352949 0.65011
0.345129 0.84017 0.148304 0.656829 0.346629
0.843294 0.844115 0.35219 0.146776 0.854341
0.354351 0.355211 0.851009 0.344304 0.65296
0.351429 0.359846 0.842149 0.365972 0.641368
0.347383 0.152242 0.649857 0.3527 0.65532
0.649861 0.854018 0.640506 0.150389 0.343574
0.854387 0.148557 0.847988 0.837461 0.657364
0.842323 0.839483 0.367613 0.154507 0.857183
0.346061 0.347849 0.85046 0.361831 0.662173
0.344984 0.356726 0.857049 0.341217 0.650506
0.344523 0.146751 0.653796 0.351115 0.646966
0.356266 0.366275 0.858638 0.360321 0.641359
0.34864 0.349434 0.863843 0.338717 0.639888
0.640234 0.854827 0.647901 0.143086 0.333284
0.353324 0.159184 0.654954 0.352331 0.640588
0.842244 0.850446 0.349267 0.157774 0.855042
0.348241 0.350007 0.857337 0.358293 0.65244
0.150533 0.151054 0.852084 0.347269 0.642146
0.848608 0.843842 0.35218 0.149384 0.851351
0.344077 0.856504 0.158017 0.650659 0.349616
0.340571 0.13955 0.652432 0.344578 0.653194
0.349263 0.850059 0.15034 0.651842 0.35837
0.651415 0.847209 0.656395 0.134255 0.347792
0.660622 0.834508 0.656332 0.147322 0.355491
0.849748 0.146468 0.850823 0.850028 0.645796
0.346765 0.848787 0.149485 0.354371 0.361494
0.851867 0.145753 0.84541 0.848855 0.650281
0.847485 0.144688 0.851464 0.840868 0.648201
0.341789 0.346717 0.844623 0.351475 0.648229
0.338827 0.845549 0.144632 0.65272 0.354127
0.354315 0.853229 0.153497 0.358115 0.353723
0.154288 0.161141 0.847192 0.353728 0.649636
0.650383 0.845603 0.655159 0.156541 0.344286
0.845202 0.849638 0.34984 0.145835 0.853247
0.846617 0.85719 0.345738 0.144845 0.856238
0.65689 0.848706 0.648066 0.159786 0.347075
0.358927 0.148232 0.662455 0.362522 0.647869
0.141911 0.635825 0.641458 0.849801 0.136614
0.352413 0.350989 0.848798 0.351666 0.650544
0.140368 0.66816 0.65047 0.846642 0.156595
0.347921 0.156854 0.643631 0.340546 0.652218
0.345799 0.168461 0.657675 0.351995 0.64784
0.353826 0.159972 0.645061 0.344531 0.654117
0.851049 0.848856 0.362633 0.145141 0.851772
0.157981 0.657186 0.654018 0.851077 0.148948
0.352675 0.850364 0.14025 0.351362 0.346542
0.34151 0.355035 0.856255 0.355801 0.647107
0.359491 0.337869 0.851899 0.35199 0.65716
0.354702 0.355089 0.845188 0.354579 0.640407
0.856513 0.15361 0.850858 0.841965 0.644322
0.355631 0.339222 0.854271 0.359535 0.641209
0.340898 0.158376 0.652439 0.346307 0.644045
0.357008 0.357012 0.846557 0.34429 0.640789
0.144347 0.652101 0.64953 0.843457 0.144438
0.352142 0.358309 0.843115 0.351973 0.65406
0.142801 0.653777 0.642191 0.838516 0.161023
0.365266 0.854909 0.158892 0.348908 0.345068
0.152901 0.143205 0.842841 0.34898 0.665293
0.856841 0.842139 0.346911 0.152017 0.856156
0.345401 0.8612 0.154261 0.359644 0.348981
0.646222 0.848499 0.64163 0.139691 0.355705
0.364343 0.84777 0.155169 0.352348 0.35665
0.153211 0.152262 0.855199 0.354078 0.644658
0.341048 0.850909 0.146538 0.350637 0.347032
0.844841 0.151959 0.86855 0.849818 0.651887
0.351748 0.345203 0.860224 0.347341 0.652791
0.159304 0.646601 0.654427 0.857873 0.153245
0.851532 0.157042 0.847125 0.848671 0.654244
0.336506 0.35452 0.845891 0.333091 0.648012
0.151395 0.655343 0.646122 0.851963 0.153457
0.361078 0.336896 0.849997 0.346152 0.641775
0.355731 0.853794 0.144778 0.346624 0.342605
0.851196 0.146592 0.841426 0.863063 0.662676
0.150461 0.152137 0.854178 0.358826 0.647887
0.339077 0.154757 0.659095 0.348942 0.648634
0.34775 0.34891 0.836735 0.353985 0.644479
0.843527 0.142162 0.846188 0.849369 0.649295
0.847503 0.846613 0.359998 0.157575 0.850487
0.855511 0.854645 0.347428 0.157628 0.861301
0.354208 0.848696 0.155787 0.646337 0.345121
0.645833 0.843575 0.642891 0.148664 0.349342
0.848788 0.866871 0.341269 0.15517 0.851512
0.340537 0.839747 0.153669 0.65418 0.355137
0.849735 0.138898 0.845367 0.842949 0.643076
0.354077 0.855453 0.141406 0.643256 0.352868
0.355231 0.14957 0.65776 0.356029 0.654882
0.155957 0.146492 0.847312 0.346408 0.650339
0.841496 0.854446 0.34473 0.154367 0.846778
0.144584 0.156829 0.84398 0.347052 0.646641
0.346923 0.362213 0.842008 0.35345 0.651167
0.340177 0.843202 0.156169 0.354363 0.342352
0.139459 0.650038 0.652821 0.850892 0.162831
0.337312 0.841742 0.155685 0.348462 0.358828
0.145106 0.143705 0.857776 0.35726 0.64444
0.849388 0.143342 0.84617 0.842637 0.654757
0.33782 0.863834 0.155544 0.64948 0.352974
0.346027 0.837661 0.140072 0.336735 0.343166
0.661265 0.848912 0.650188 0.153453 0.346793
0.344471 0.855458 0.159069 0.341991 0.369962
0.868104 0.84982 0.349559 0.162023 0.855576
0.150244 0.152061 0.847607 0.351148 0.645906
0.354111 0.154432 0.648921 0.358691 0.651704
0.857586 0.854871 0.358838 0.153858 0.846204
0.850501 0.847651 0.362678 0.158083 0.853726
0.156032 0.158069 0.858341 0.343448 0.650567
0.351168 0.356605 0.843122 0.353737 0.639208
0.162318 0.644227 0.648325 0.84792 0.160556
0.843747 0.148524 0.845768 0.839366 0.652638
0.856947 0.157154 0.850873 0.843997 0.654606
0.356379 0.852357 0.144147 0.360841 0.348517
0.350849 0.352509 0.857993 0.355 0.658824
0.347612 0.851433 0.138454 0.349164 0.354163
0.145964 0.146666 0.835515 0.352275 0.645632
0.14818 0.158157 0.852226 0.355515 0.64889
0.842367 0.84273 0.350657 0.154391 0.844221
0.842001 0.85715 0.352627 0.143984 0.854914
0.846371 0.154079 0.84965 0.848618 0.663262
0.150843 0.145727 0.848806 0.347903 0.653065
