0.356557 0.862352 0.153799 0.847967 0.352305 0.338512 0.654961
0.344454 0.852486 0.350166 0.350543 0.158594 0.356258 0.649821
0.850724 0.850941 0.147307 0.143768 0.344956 0.346621 0.848091
0.845466 0.857254 0.143753 0.148895 0.346604 0.346231 0.84676
0.336783 0.857822 0.33605 0.357718 0.152892 0.351055 0.653471
0.355781 0.855802 0.148532 0.851197 0.33755 0.349273 0.640047
0.141125 0.158056 0.861071 0.350119 0.351702 0.154815 0.334291
0.8497 0.855888 0.140973 0.144419 0.353389 0.343203 0.851249
0.340689 0.844532 0.148738 0.843518 0.342436 0.350945 0.651148
0.151821 0.144451 0.857388 0.340571 0.347008 0.157278 0.340236
0.345095 0.845849 0.151841 0.842649 0.360542 0.33532 0.653583
0.844312 0.853025 0.155255 0.153046 0.340534 0.352671 0.843632
0.34914 0.846015 0.147836 0.858391 0.350898 0.338625 0.640276
0.361442 0.85059 0.361549 0.341292 0.148652 0.349932 0.638474
0.847771 0.844061 0.143168 0.147387 0.352849 0.340936 0.854963
0.847978 0.846852 0.136037 0.651579 0.140423 0.645075 0.646119
0.149486 0.145159 0.855375 0.36259 0.352167 0.152253 0.351405
0.353048 0.846294 0.343428 0.362151 0.152108 0.333327 0.647629
0.855013 0.841647 0.147739 0.64175 0.146996 0.656114 0.644051
0.853838 0.849524 0.152753 0.152423 0.34557 0.345807 0.858173
0.353161 0.854085 0.147107 0.855932 0.344482 0.360911 0.659355
0.344934 0.858814 0.140913 0.847583 0.357692 0.348791 0.64749
0.848979 0.844725 0.14369 0.63915 0.148995 0.651576 0.661232
0.140085 0.150092 0.861974 0.338587 0.343702 0.148797 0.35587
0.346793 0.846547 0.152366 0.847137 0.349058 0.347919 0.660843
0.847345 0.861358 0.149665 0.64487 0.149714 0.662701 0.6436
0.338815 0.853735 0.140188 0.848642 0.357716 0.357778 0.632703
0.855867 0.843396 0.155032 0.659947 0.147211 0.647462 0.645768
0.844862 0.855653 0.157422 0.143361 0.345657 0.356902 0.855342
0.35972 0.861379 0.151307 0.861106 0.350179 0.338529 0.652545
0.857464 0.850389 0.14187 0.64507 0.144574 0.640923 0.639642
0.147419 0.146243 0.850117 0.346097 0.352309 0.149787 0.34057
0.347597 0.855665 0.359745 0.360807 0.151186 0.341203 0.65607
0.846812 0.846753 0.152574 0.151663 0.343966 0.353461 0.849501
0.855249 0.854619 0.153702 0.153326 0.345223 0.342361 0.852374
0.850561 0.854575 0.155109 0.146446 0.349578 0.354193 0.851153
0.848919 0.84814 0.158109 0.651832 0.14744 0.651144 0.651613
0.348443 0.853567 0.357776 0.344319 0.14944 0.344945 0.654527
0.852154 0.843607 0.145962 0.655346 0.152528 0.655171 0.645086
0.159884 0.141066 0.863312 0.343312 0.346309 0.142964 0.347665
0.34655 0.853776 0.35335 0.347809 0.148716 0.345311 0.649049
0.858514 0.850202 0.147665 0.154947 0.345971 0.34494 0.862872
0.842716 0.85105 0.15081 0.141529 0.346858 0.35345 0.847437
0.84099 0.847749 0.144004 0.651736 0.147859 0.662198 0.647538
0.341333 0.849367 0.153472 0.850757 0.348475 0.362356 0.64696
0.152187 0.151743 0.84491 0.351628 0.359884 0.150144 0.344142
0.359388 0.845792 0.152464 0.857195 0.355246 0.342896 0.648853
0.15092 0.156676 0.851107 0.363672 0.345695 0.151687 0.35056
0.849785 0.835472 0.147683 0.145118 0.346407 0.345941 0.857468
0.845252 0.861303 0.145233 0.650651 0.137149 0.65217 0.653203
0.85574 0.848088 0.133311 0.651753 0.157935 0.654356 0.64435
0.853879 0.847277 0.150083 0.149446 0.355274 0.355899 0.846065
0.847018 0.852006 0.14998 0.648115 0.144194 0.654085 0.640913
0.152515 0.156576 0.85216 0.344742 0.354139 0.141787 0.351103
0.348541 0.844249 0.151092 0.840485 0.3552 0.350344 0.651443
0.148262 0.149832 0.841421 0.358522 0.355843 0.149639 0.345367
0.845298 0.850723 0.151318 0.155729 0.359275 0.362306 0.856645
0.858267 0.858648 0.156836 0.149917 0.355703 0.348385 0.836907
0.345378 0.855284 0.355103 0.348407 0.149467 0.35162 0.643401
0.146555 0.141291 0.849554 0.355762 0.351452 0.150272 0.342544
0.855685 0.848867 0.156722 0.153232 0.352547 0.331927 0.856638
0.845324 0.848303 0.162365 0.157375 0.346224 0.351312 0.853448
0.849631 0.844335 0.151822 0.65089 0.15495 0.633451 0.651797
0.355385 0.851598 0.149054 0.856023 0.348847 0.347766 0.648126
0.345977 0.84765 0.344934 0.368093 0.148051 0.33689 0.653012
0.349811 0.842878 0.157221 0.847253 0.35536 0.351496 0.651849
0.856834 0.848092 0.152803 0.640888 0.157984 0.651401 0.651484
0.141557 0.149303 0.846753 0.352568 0.354298 0.153304 0.352111
0.855089 0.850273 0.152455 0.650301 0.160614 0.647026 0.655209
0.348171 0.8543 0.339876 0.348317 0.156749 0.355119 0.649753
0.349934 0.85078 0.343788 0.345884 0.141227 0.358255 0.652635
0.85234 0.850434 0.149161 0.645674 0.140687 0.650532 0.64793
0.161002 0.14103 0.846324 0.351504 0.356659 0.145907 0.35194
0.358839 0.847656 0.137414 0.853047 0.35812 0.352069 0.644784
0.847135 0.842475 0.15884 0.146396 0.354512 0.339152 0.847861
0.847975 0.849194 0.150462 0.147602 0.346157 0.353821 0.837729
0.847964 0.843515 0.154928 0.163392 0.366918 0.358374 0.845365
0.15143 0.149985 0.84038 0.345634 0.349857 0.144607 0.352386
0.362644 0.830481 0.356592 0.350518 0.146257 0.353829 0.655627
0.853423 0.851427 0.150819 0.643082 0.16282 0.649383 0.647745
0.352802 0.857116 0.337902 0.354336 0.149777 0.337141 0.660216
0.350249 0.849886 0.150731 0.850843 0.352506 0.346592 0.650383
0.34539 0.856689 0.139754 0.849422 0.346872 0.35461 0.643655
0.850595 0.844443 0.143701 0.657697 0.151035 0.653713 0.634019
0.143978 0.162139 0.842933 0.339279 0.353331 0.14367 0.358927
0.844901 0.850083 0.159493 0.651716 0.154972 0.652094 0.644868
0.352976 0.841188 0.15791 0.860884 0.332641 0.359094 0.649196
0.847034 0.846595 0.143738 0.651091 0.15915 0.660008 0.634831
0.846936 0.851947 0.141594 0.151665 0.343538 0.345442 0.852621
0.841846 0.857258 0.154652 0.153034 0.354868 0.347314 0.844705
0.351357 0.851225 0.130074 0.851929 0.344017 0.353909 0.639864
0.867192 0.853956 0.142727 0.66609 0.149558 0.651653 0.651818
0.349209 0.844705 0.361224 0.340912 0.146239 0.347822 0.645683
0.851152 0.847876 0.141875 0.649075 0.149036 0.654218 0.663002
0.157403 0.149006 0.853247 0.344421 0.34539 0.156876 0.344741
0.349048 0.844877 0.349023 0.351165 0.151942 0.350337 0.646633
0.850274 0.84883 0.152666 0.153292 0.334103 0.352622 0.852619
0.863093 0.850641 0.156891 0.151123 0.334647 0.336444 0.847492
0.351782 0.846304 0.144639 0.84189 0.33738 0.353541 0.662407
0.845255 0.854366 0.146312 0.141153 0.348555 0.355164 0.84202
0.845796 0.857768 0.137621 0.652051 0.157152 0.655241 0.662877
0.353471 0.846011 0.140701 0.846116 0.355806 0.349772 0.652206
0.350238 0.859181 0.355501 0.353011 0.156678 0.353406 0.652104
0.843011 0.837045 0.155994 0.145167 0.357201 0.347309 0.856778
0.360088 0.844721 0.148822 0.863485 0.349451 0.34814 0.644689
0.843518 0.854649 0.153272 0.148869 0.350157 0.343971 0.846725
0.343208 0.833637 0.140944 0.854587 0.349967 0.349047 0.653503
0.845478 0.85413 0.154013 0.653688 0.148842 0.635769 0.647568
0.3449 0.84442 0.152328 0.862811 0.342914 0.351341 0.652307
0.357099 0.858271 0.161787 0.849467 0.337747 0.363558 0.640119
0.147451 0.150183 0.855002 0.343881 0.344862 0.151628 0.355935
0.152585 0.150463 0.844642 0.351462 0.351556 0.160107 0.352772
0.847927 0.860889 0.159045 0.640268 0.156748 0.648345 0.658599
0.351144 0.852316 0.354806 0.340138 0.151761 0.356501 0.654398
0.838736 0.856494 0.144126 0.64598 0.147544 0.651923 0.644969
0.839555 0.851884 0.144617 0.142596 0.347727 0.349756 0.840008
0.333319 0.858054 0.151126 0.866248 0.347536 0.347361 0.644583
0.353681 0.858399 0.158625 0.852075 0.345171 0.360627 0.654847
0.843326 0.853114 0.154811 0.147582 0.358719 0.347188 0.845389
0.345993 0.846774 0.349783 0.345419 0.138308 0.351441 0.655813
0.344971 0.841673 0.153027 0.84828 0.357558 0.359994 0.650796
0.342482 0.854603 0.145989 0.843116 0.360755 0.35506 0.642642
0.152245 0.146535 0.848223 0.350902 0.351999 0.148741 0.3505
0.352726 0.857225 0.341803 0.349525 0.144779 0.351221 0.644826
0.857003 0.845787 0.145447 0.646776 0.160441 0.660492 0.647251
0.860069 0.851003 0.15925 0.645599 0.14597 0.654858 0.648979
0.859397 0.844553 0.162788 0.657583 0.145122 0.651527 0.644995
0.852066 0.843304 0.15551 0.142223 0.34156 0.353234 0.860262
0.154523 0.150894 0.847072 0.360319 0.353205 0.142626 0.355169
0.849734 0.844491 0.145352 0.647168 0.151143 0.64656 0.654777
0.843498 0.843673 0.147311 0.647136 0.15427 0.660566 0.653022
0.35108 0.846533 0.151525 0.839278 0.35189 0.349183 0.649612
0.859584 0.855637 0.153976 0.152504 0.346118 0.353862 0.845406
0.850624 0.84313 0.153076 0.151293 0.343157 0.337899 0.846437
0.155568 0.161232 0.84667 0.358259 0.362159 0.156461 0.350111
0.142392 0.158434 0.854882 0.349854 0.350803 0.155768 0.337586
0.149956 0.150223 0.847281 0.340988 0.349341 0.148003 0.345112
0.349792 0.847971 0.164872 0.850054 0.349192 0.355353 0.643074
0.35212 0.865198 0.340189 0.350566 0.14324 0.354503 0.638497
0.346186 0.850344 0.158133 0.856033 0.360189 0.349348 0.643762
0.848266 0.857862 0.140366 0.64848 0.155004 0.637689 0.656697
0.348447 0.850258 0.149218 0.858831 0.340534 0.349741 0.650731
0.843299 0.850472 0.148178 0.149809 0.355621 0.345203 0.843195
0.349049 0.851078 0.145642 0.857558 0.353134 0.341877 0.650588
0.158723 0.151471 0.861643 0.358006 0.346928 0.147502 0.346099
0.858197 0.858625 0.148162 0.653939 0.146116 0.660446 0.646868
0.843256 0.859282 0.146106 0.15003 0.354716 0.348316 0.862995
0.349656 0.856681 0.152646 0.851355 0.348101 0.349615 0.649017
0.837487 0.855882 0.157296 0.652997 0.163094 0.644749 0.65758
0.345388 0.842473 0.345216 0.350865 0.148626 0.352046 0.654602
0.848609 0.842617 0.142512 0.63935 0.150038 0.644373 0.6524
0.152072 0.151879 0.844885 0.351204 0.350526 0.169166 0.363669
0.349123 0.848821 0.152563 0.848294 0.355299 0.352302 0.653106
0.850119 0.854598 0.150908 0.64486 0.154285 0.65048 0.637709
0.358509 0.839262 0.356713 0.353704 0.154468 0.357729 0.649791
0.855728 0.856321 0.143669 0.641669 0.158229 0.652116 0.642003
0.354836 0.857946 0.357048 0.341772 0.141502 0.351751 0.644534
0.353811 0.841084 0.342944 0.349278 0.15611 0.343161 0.645253
0.85846 0.844463 0.147744 0.645864 0.1459 0.643624 0.655068
0.358188 0.844563 0.351553 0.345737 0.157339 0.34267 0.649365
0.350517 0.852291 0.348841 0.344498 0.145848 0.357597 0.644387
0.854123 0.842881 0.149652 0.653762 0.146666 0.644986 0.662347
0.353373 0.856886 0.154512 0.847809 0.341779 0.360696 0.648109
0.340614 0.851761 0.354577 0.348761 0.158192 0.347018 0.651723
0.845897 0.852169 0.156899 0.141007 0.341669 0.346568 0.841695
0.855798 0.841388 0.149462 0.153028 0.350648 0.344604 0.858689
