3 5 7 9 11 15 17 19 21 23 25 27 29 31 34 36 38 40 42 46 48 56 64 72 1 13 44 52 58 60 62 66 50 54 68 70 74 
12 15 17 19 21 27 48 54 56 68 74 1 13 44 52 58 60 62 66 70 3 5 7 9 23 25 29 31 34 36 38 40 42 64 72 46 50 
1 13 50 58 60 62 66 3 5 7 9 12 16 19 23 25 29 31 34 36 38 40 42 44 46 52 64 72 17 21 27 48 54 56 68 74 70 
1 11 15 17 20 21 23 27 47 48 50 56 72 54 68 70 74 3 5 7 9 13 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 
3 5 7 9 11 15 17 19 21 23 25 27 29 31 34 36 38 40 42 46 48 56 64 72 51 54 68 74 1 13 44 52 58 60 62 66 70 
25 29 34 36 38 40 42 58 60 63 70 3 5 7 9 11 15 17 19 21 23 27 31 46 48 56 64 72 13 44 52 54 68 74 1 51 66 
54 68 70 74 3 5 7 9 13 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 11 15 17 20 21 23 27 47 48 56 72 1 51 
1 3 5 7 9 13 24 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 12 15 17 19 21 27 48 54 56 68 74 70 72 46 50 
1 3 5 7 9 11 15 17 19 21 25 27 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 65 66 68 74 13 24 50 70 72 31 
1 24 68 72 74 11 16 21 27 50 54 3 5 7 9 17 19 25 29 31 34 36 38 40 42 46 48 56 58 60 62 64 66 70 13 44 52 
12 16 17 21 24 27 48 50 56 68 1 13 44 52 58 60 62 66 70 54 72 74 25 29 34 36 38 40 42 3 5 7 9 19 31 46 64 
20 24 47 50 72 3 5 7 9 17 25 29 31 34 36 38 40 42 44 48 52 56 58 60 62 64 66 70 54 68 74 11 15 21 27 1 13 
13 17 44 48 52 56 58 60 62 66 1 3 5 7 9 11 15 21 25 27 29 31 34 36 38 40 42 54 65 68 74 20 24 47 50 70 72 
20 47 50 66 1 11 15 21 24 27 38 54 65 68 70 72 74 3 5 7 9 13 17 25 29 34 36 40 43 44 48 52 56 58 60 62 31 
12 13 15 20 47 72 1 17 21 27 38 48 54 56 68 74 3 5 7 9 24 25 29 34 36 40 42 50 31 65 44 52 58 60 62 66 70 
12 15 17 19 21 27 48 56 24 70 72 3 5 7 9 13 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 1 51 68 74 46 54 
13 17 19 24 46 48 51 56 70 72 31 44 52 58 60 62 66 1 3 5 7 9 11 15 21 25 27 29 34 36 38 40 42 54 65 68 74 
3 5 7 9 12 16 17 19 21 27 31 46 48 56 64 68 1 13 44 52 58 60 62 66 70 24 72 51 54 74 25 29 34 36 38 40 42 
24 51 54 68 72 74 3 5 7 9 17 25 29 31 34 36 38 40 42 44 48 52 56 58 60 62 64 66 70 20 47 11 15 21 27 1 13 
24 51 70 72 1 3 5 7 9 11 15 21 25 27 29 31 34 36 38 40 42 54 65 68 74 17 20 47 48 56 58 60 62 66 13 44 52 
13 60 62 66 70 1 11 15 21 27 31 38 54 65 68 74 3 5 7 9 17 20 25 29 34 36 40 43 44 47 48 52 56 58 24 51 72 
12 13 15 20 47 72 1 17 21 27 38 48 54 56 68 74 24 51 31 65 3 5 7 9 25 29 34 36 40 42 44 52 58 60 62 66 70 
1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 64 68 74 13 24 50 70 72 17 19 44 46 48 52 56 58 60 62 66 
1 3 5 7 9 11 15 17 19 21 25 27 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 65 66 68 74 13 24 50 70 72 32 
1 11 15 21 24 27 38 54 65 68 70 72 74 3 5 7 9 32 34 36 40 43 44 48 52 17 25 29 50 56 58 60 62 13 19 46 66 
3 5 7 9 17 19 25 29 32 34 36 40 42 44 46 48 52 56 58 60 62 64 66 11 16 21 27 38 50 54 70 1 68 72 74 13 24 
12 16 17 21 27 44 48 52 56 58 60 62 66 70 1 3 5 7 9 25 29 32 34 36 38 40 42 54 64 68 74 24 50 72 13 19 46 
1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 64 68 74 13 17 44 48 52 56 58 60 62 66 20 24 47 50 70 72 
1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 64 68 74 13 17 19 24 46 48 51 56 70 72 44 52 58 60 62 66 
1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 65 68 74 13 17 19 24 46 48 51 56 70 72 44 52 58 60 62 66 
1 11 15 21 27 32 38 54 65 68 74 24 51 70 72 3 5 7 9 17 25 29 34 36 40 43 44 48 52 56 58 60 62 66 13 19 46 
1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 64 68 74 24 51 70 72 17 20 47 48 56 58 60 62 66 13 44 52 
13 24 50 70 73 1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 64 68 74 17 19 44 46 48 52 56 58 60 62 66 
13 24 50 70 73 1 3 5 7 9 11 15 17 19 21 25 27 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 65 66 68 74 32 
3 5 7 9 17 19 25 29 32 34 36 40 42 44 46 48 52 56 58 60 62 64 66 11 16 21 27 38 50 54 70 13 24 73 1 68 74 
12 16 17 21 27 44 48 52 56 58 60 62 66 70 1 3 5 7 9 25 29 32 34 36 38 40 42 54 64 68 74 24 50 73 13 19 46 
1 13 21 27 38 54 68 74 3 5 7 9 17 25 29 34 36 40 43 44 48 52 56 58 60 62 66 12 16 70 32 64 24 73 19 46 50 
1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 64 68 74 13 17 44 48 52 56 58 60 62 66 20 47 50 70 24 73 
13 17 19 24 46 48 51 56 70 73 1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 65 68 74 44 52 58 60 62 66 
1 3 5 7 9 11 15 21 25 27 29 32 34 36 38 40 42 54 64 68 74 13 17 44 48 52 56 58 60 62 66 20 24 47 51 73 70 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 74 11 15 21 27 31 65 50 66 72 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 74 11 15 21 27 31 64 72 51 66 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 74 11 15 21 27 31 65 51 66 72 
13 24 51 72 5 7 9 25 29 34 36 40 42 44 52 58 63 66 31 60 64 4 11 15 21 27 1 17 19 38 46 48 54 56 68 70 74 
24 31 51 64 72 36 40 43 1 38 44 52 54 58 60 62 66 68 74 4 5 7 9 17 21 25 27 29 34 48 56 12 16 70 13 19 46 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 73 74 11 15 21 27 31 65 50 66 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 73 74 51 66 11 15 21 27 31 64 
36 40 43 44 52 58 60 62 66 1 11 15 21 27 38 54 68 74 4 5 7 9 17 19 25 29 34 46 48 56 70 13 24 73 31 64 51 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 73 74 11 15 21 27 31 65 51 66 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 74 33 64 72 50 66 11 15 21 27 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 74 11 15 21 27 32 65 50 66 72 
11 16 21 27 38 50 54 70 4 5 7 9 25 29 33 34 17 19 36 40 42 44 46 48 52 56 58 60 62 1 66 68 74 64 72 13 24 
11 15 21 27 32 64 1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 74 51 66 72 
1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 74 11 15 21 27 32 65 51 66 72 
11 17 19 21 27 32 46 48 54 56 64 4 5 7 9 25 29 34 36 38 40 42 44 52 58 60 62 66 70 13 24 72 1 51 68 74 16 
13 24 50 66 73 1 17 19 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 74 4 5 7 9 25 29 33 34 64 11 15 21 27 
11 15 21 27 32 64 1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 73 74 51 66 
33 51 64 1 4 5 7 9 13 17 19 24 25 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 68 70 73 74 11 15 21 27 66 
1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31 34 36 40 42 44 46 48 52 56 58 60 62 64 66 72 50 54 68 70 74 39 
3 5 7 9 19 25 29 31 34 36 39 40 42 44 46 52 54 58 60 62 64 66 71 74 1 11 13 15 17 21 23 27 48 56 72 50 68 
3 5 7 9 23 25 29 31 34 36 40 42 46 58 60 62 64 66 72 17 21 27 39 48 56 1 13 44 50 52 12 15 19 54 68 74 70 
3 5 7 9 12 16 17 21 23 25 27 29 31 34 36 40 42 46 48 56 58 60 62 64 66 72 39 70 13 44 52 54 68 74 1 50 19 
3 5 7 9 19 31 58 60 62 64 66 17 21 25 27 29 39 46 48 54 56 71 74 1 13 44 50 52 12 16 23 34 36 40 42 72 68 
1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31 34 36 40 42 44 46 48 52 56 58 60 62 64 66 72 39 68 70 51 54 74 
3 5 7 9 19 25 29 31 34 36 39 40 42 44 46 52 54 58 60 62 64 66 71 74 1 11 13 15 17 21 23 27 48 56 72 51 68 
3 5 7 9 23 25 29 31 34 36 40 42 46 58 60 62 64 66 72 1 13 44 51 52 17 21 27 39 48 56 12 15 19 54 68 74 70 
1 13 44 51 52 58 60 63 19 25 29 39 46 54 71 74 66 68 11 15 17 21 23 27 48 56 72 3 5 7 9 31 34 36 40 42 64 
17 19 21 27 48 56 1 3 5 7 9 31 51 58 60 62 64 66 39 70 13 44 52 54 68 74 12 16 23 25 29 34 36 40 42 46 72 
1 13 44 51 52 3 5 7 9 19 31 58 60 62 64 66 17 21 25 27 29 39 46 48 54 56 71 74 12 16 23 34 36 40 42 72 68 
3 5 7 9 19 25 29 31 34 36 39 40 42 44 46 52 54 58 60 62 64 66 71 74 1 11 13 15 17 21 23 27 48 56 72 51 69 
11 15 17 19 21 25 27 29 34 36 39 40 42 46 48 54 56 71 74 68 72 1 13 24 44 52 3 5 7 9 31 58 60 62 64 66 50 
17 19 31 44 46 48 52 56 58 60 62 66 1 3 5 7 9 11 13 15 21 24 25 27 29 34 36 39 40 42 50 54 65 71 74 68 72 
24 31 65 72 12 15 17 19 21 27 48 56 3 5 7 9 25 29 34 36 40 42 44 52 58 60 62 66 39 54 68 71 74 1 13 46 50 
1 13 24 72 39 54 66 68 71 74 3 5 7 10 12 15 19 25 29 31 34 17 21 27 36 40 42 44 48 52 56 58 60 62 46 50 65 
3 5 7 9 12 16 17 21 25 27 29 31 34 36 39 40 42 44 46 48 52 54 56 58 60 62 64 66 68 71 74 24 50 72 1 13 19 
11 15 17 19 21 25 27 29 34 36 39 40 42 46 48 54 56 71 74 1 13 24 44 52 51 68 3 5 7 9 31 58 60 62 64 66 72 
1 13 68 3 5 7 9 25 29 31 34 36 39 40 42 44 46 52 54 58 60 62 64 66 71 74 12 15 17 19 21 27 48 56 24 51 72 
3 5 7 9 17 19 25 29 31 34 36 40 42 44 46 48 52 56 58 60 62 66 1 11 13 15 21 27 39 54 65 71 74 24 51 72 68 
3 5 7 9 12 16 17 21 25 27 29 31 34 36 39 40 42 44 46 48 52 54 56 58 60 62 64 66 68 71 74 24 51 72 1 13 19 
1 3 5 7 9 11 13 15 21 24 25 27 29 34 36 39 40 42 50 54 65 71 74 31 73 17 19 44 46 48 52 56 58 60 62 66 68 
1 3 5 7 9 11 13 15 21 24 25 27 29 34 36 39 40 42 50 54 65 71 74 31 73 17 19 44 46 48 52 56 58 60 62 66 69 
3 5 7 9 11 15 17 19 21 24 25 27 29 34 36 39 40 42 44 46 48 51 52 54 56 58 60 62 65 66 71 73 74 1 13 68 31 
3 5 7 9 11 15 17 19 21 24 25 27 29 34 36 39 40 42 44 46 48 51 52 54 56 58 60 62 65 66 71 73 74 1 13 31 69 
24 50 54 68 72 74 1 13 39 11 15 17 19 21 27 46 48 56 70 3 5 7 9 25 29 32 34 36 40 42 44 52 58 60 62 64 66 
1 3 5 7 9 11 13 15 21 24 25 27 29 34 36 39 40 42 50 54 65 71 74 32 68 17 19 44 46 48 52 56 58 60 62 66 72 
1 19 39 46 24 50 54 68 72 74 3 5 7 9 13 17 25 29 34 36 40 43 44 48 52 56 58 60 62 11 15 21 27 32 65 66 70 
3 5 7 9 12 16 17 21 25 27 29 32 34 36 40 42 44 48 52 56 58 60 62 64 66 68 39 50 70 54 72 74 1 19 46 13 24 
1 19 39 46 54 71 74 3 5 7 9 12 16 17 21 25 27 29 32 34 36 40 42 44 48 52 56 58 60 62 64 66 68 13 24 72 50 
24 51 54 68 72 74 1 13 39 11 15 17 19 21 27 46 48 56 70 3 5 7 9 25 29 32 34 36 40 42 44 52 58 60 62 64 66 
32 68 3 5 7 9 17 19 25 29 34 36 40 42 44 46 48 52 56 58 60 62 66 1 11 13 15 21 27 39 54 65 71 74 24 51 72 
1 19 39 46 54 71 74 3 5 7 9 12 16 17 21 25 27 29 32 34 36 40 42 44 48 52 56 58 60 62 64 66 68 13 24 51 72 
3 5 7 9 25 29 32 34 36 39 40 42 64 1 13 24 44 52 17 20 47 48 56 58 60 62 66 68 70 51 54 74 11 15 21 27 72 
1 11 16 17 20 21 27 47 48 54 56 58 60 62 66 68 74 24 51 70 72 3 5 7 9 25 29 32 34 36 39 40 42 64 13 44 52 
1 13 39 11 15 17 19 21 27 46 48 56 70 3 5 7 9 25 29 32 34 36 40 42 44 52 58 60 62 64 66 24 50 54 68 74 73 
1 3 5 7 9 11 13 15 21 24 25 27 29 34 36 39 40 42 50 54 65 71 74 32 68 17 19 44 46 48 52 56 58 60 62 66 73 
11 16 21 27 50 54 3 5 7 9 25 29 32 34 36 40 42 44 52 58 60 62 64 66 13 17 19 24 46 48 56 70 73 1 68 74 39 
13 24 39 54 71 73 74 3 5 7 9 12 16 17 21 25 27 29 32 34 36 40 42 44 48 52 56 58 60 62 64 66 68 1 19 46 50 
1 24 73 3 5 7 9 25 29 32 34 36 39 40 42 64 20 47 50 70 13 44 52 54 68 74 17 48 56 58 60 62 66 11 15 21 27 
39 54 68 74 11 15 17 19 21 27 46 48 56 70 3 5 7 9 25 29 32 34 36 40 42 44 52 58 60 62 64 66 24 51 73 1 13 
1 13 27 46 3 5 7 9 12 16 18 20 21 23 25 29 31 34 36 38 40 42 44 48 52 56 58 60 62 64 66 72 50 54 68 70 74 
3 5 7 9 12 13 16 18 20 23 25 29 31 34 36 38 40 42 64 72 1 27 47 54 68 74 21 44 48 52 56 58 60 62 66 50 70 
1 11 16 18 20 21 24 27 48 56 46 50 54 68 74 3 5 7 9 13 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 70 72 
12 16 18 20 21 27 46 48 56 50 54 68 70 72 74 1 3 5 7 9 13 24 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 
3 5 7 9 13 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 72 1 11 16 18 20 21 24 27 48 56 50 54 68 70 74 47 
12 16 18 20 21 27 46 48 56 1 3 5 7 9 13 24 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 68 70 51 54 74 72 
11 16 18 20 21 24 27 38 46 48 50 54 56 68 74 1 13 44 52 58 60 62 66 70 3 5 7 9 25 29 32 34 36 40 42 64 72 
1 13 18 20 60 62 11 24 27 32 64 70 72 3 5 7 9 25 29 34 36 38 40 43 44 48 52 56 58 54 66 68 74 16 50 21 46 
24 27 46 50 72 1 3 5 7 9 13 18 20 25 29 32 34 36 38 40 42 54 64 68 74 21 44 48 52 56 58 60 62 66 12 16 70 
11 21 27 47 48 56 1 3 5 7 9 13 18 20 25 29 32 34 36 38 40 42 54 64 68 74 24 72 44 52 58 60 62 66 70 16 50 
11 16 18 20 21 24 27 38 46 48 50 54 56 68 74 1 13 44 52 58 60 62 66 70 3 5 7 9 25 29 32 34 36 40 42 64 73 
12 16 18 20 21 27 48 54 56 23 25 29 34 36 40 42 46 72 3 5 7 9 13 31 44 52 58 60 62 64 66 39 70 1 51 68 74 
1 3 5 7 9 13 31 44 52 58 60 62 64 66 68 74 12 16 18 20 21 27 48 54 56 23 25 29 34 36 40 42 46 72 39 51 71 
3 5 7 9 11 16 18 20 21 25 27 29 31 34 36 39 40 42 44 46 48 52 54 56 58 60 62 64 66 71 74 1 13 68 24 50 72 
21 27 48 54 56 13 18 20 25 29 46 1 24 68 72 74 3 5 7 9 31 34 36 40 42 44 52 58 60 62 64 66 39 51 71 12 16 
3 5 7 9 11 16 18 20 21 25 27 29 32 34 36 40 42 44 48 52 56 58 60 62 64 66 1 13 24 72 39 54 68 71 74 46 50 
1 14 50 54 68 70 74 17 21 27 44 48 52 56 58 60 62 66 3 5 7 9 11 15 19 23 25 29 31 34 36 38 40 42 46 64 72 
3 5 7 9 11 15 17 19 21 23 25 27 29 31 34 36 38 40 42 46 48 56 64 72 1 14 54 68 74 44 52 58 60 62 66 71 50 
3 5 7 10 25 29 31 34 64 1 36 38 40 42 44 52 54 58 60 62 68 74 11 15 17 21 23 27 48 56 72 14 19 46 50 66 71 
46 50 71 1 14 17 21 27 48 56 12 15 19 54 68 74 3 5 7 9 23 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 72 
12 15 19 38 46 54 68 74 1 17 21 23 27 48 56 72 3 5 7 10 25 29 31 34 64 66 14 50 70 36 40 42 44 52 58 60 62 
38 46 71 1 17 21 23 27 48 56 72 3 5 7 10 25 29 31 34 64 66 12 15 19 54 68 74 14 36 40 42 44 50 52 58 60 62 
11 16 17 19 21 27 46 48 54 56 14 50 71 3 5 7 9 23 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 72 1 68 74 
3 5 7 9 12 16 19 23 25 29 31 34 36 38 40 42 44 46 52 64 72 14 17 21 27 48 50 56 70 54 68 74 1 58 60 62 66 
3 5 7 9 12 16 19 23 25 29 31 34 36 38 40 42 44 46 52 64 72 1 14 50 58 60 62 66 17 21 27 48 54 56 68 74 71 
17 21 25 27 29 34 36 38 40 42 48 56 1 3 5 7 9 11 14 15 19 23 31 46 64 72 44 52 58 60 62 66 71 50 69 54 74 
3 5 7 9 11 14 15 17 20 21 23 25 27 29 31 34 36 38 40 42 44 47 48 52 56 58 60 62 64 66 72 54 68 70 74 1 50 
17 21 27 44 48 52 56 58 60 62 66 70 1 14 54 68 74 3 5 7 9 12 16 23 25 29 31 34 36 38 40 42 64 72 20 47 50 
25 29 34 36 38 40 42 44 52 58 60 62 66 70 1 3 5 7 9 11 14 15 19 23 31 46 64 72 51 54 68 74 17 21 27 48 56 
17 21 25 27 29 34 36 38 40 42 48 56 1 3 5 7 9 11 14 15 19 23 31 46 64 72 51 54 68 74 44 52 58 60 62 66 71 
3 5 8 9 25 29 31 34 51 64 66 1 36 38 40 42 44 52 54 58 60 62 68 74 11 15 17 21 23 27 48 56 72 14 19 46 71 
1 36 38 40 42 44 52 54 58 60 62 66 68 74 3 5 7 10 25 29 31 34 51 64 11 15 17 21 23 27 48 56 72 14 19 46 71 
12 16 21 27 3 5 9 14 17 19 23 25 29 31 34 46 48 56 64 72 8 71 1 36 38 40 42 44 52 54 58 60 62 68 74 51 66 
51 54 69 74 17 21 25 27 29 34 36 38 40 42 48 56 1 3 5 7 9 11 14 15 19 23 31 46 64 72 44 52 58 60 62 66 71 
3 5 7 9 11 14 15 17 20 21 23 25 27 29 31 34 36 38 40 42 44 47 48 52 56 58 60 62 64 66 72 54 68 70 74 1 51 
1 3 5 7 9 11 15 17 19 21 25 27 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 65 66 68 74 14 24 50 70 72 31 
1 3 5 7 9 11 15 17 19 21 25 27 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 65 66 68 74 14 24 50 72 31 71 
14 24 50 70 72 1 36 38 40 42 44 52 54 58 60 62 66 68 74 11 15 17 19 21 27 46 48 56 65 3 5 7 10 25 29 31 34 
24 71 72 3 5 7 10 14 25 29 31 34 50 1 36 38 40 42 44 52 54 58 60 62 66 68 74 11 15 17 19 21 27 46 48 56 65 
1 24 68 72 74 11 16 21 27 50 54 3 5 7 9 17 19 25 29 31 34 36 38 40 42 46 48 56 58 60 62 64 66 70 14 44 52 
3 5 7 9 19 24 31 46 50 64 1 12 14 16 17 21 27 48 56 68 25 29 34 36 38 40 42 44 52 58 60 62 66 70 54 72 74 
12 16 17 21 24 27 48 50 56 68 1 14 25 29 34 36 38 40 42 44 52 58 60 62 66 71 54 72 74 3 5 7 9 19 31 46 64 
11 16 21 27 38 54 70 3 5 7 9 31 34 36 40 43 44 48 52 65 17 25 29 50 56 58 60 62 1 66 68 74 24 72 14 19 46 
1 3 5 7 9 11 15 21 25 27 29 31 34 36 38 40 42 54 65 68 74 20 24 47 50 70 72 14 17 44 48 52 56 58 60 62 66 
24 31 72 14 17 44 48 52 56 58 60 62 66 1 3 5 7 9 11 15 21 25 27 29 34 36 38 40 42 54 65 68 74 20 47 50 71 
1 11 15 21 24 27 38 54 65 68 70 72 74 14 17 20 25 29 47 50 56 58 60 62 66 3 5 7 9 34 36 40 43 44 48 52 31 
1 11 16 20 21 27 47 54 68 74 3 5 7 9 17 25 29 31 34 36 38 40 42 44 48 52 56 58 60 62 64 66 14 24 50 70 72 
12 16 17 21 27 48 56 14 20 47 50 1 24 38 54 68 72 74 3 5 7 9 25 29 34 36 40 42 44 52 58 60 62 66 31 65 71 
1 3 5 7 9 11 15 21 25 27 29 31 34 36 38 40 42 54 65 68 74 17 19 44 46 48 52 56 58 60 62 66 70 14 24 51 72 
